name,Sampling day?,Julian_Day,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Auburn, Alabama",,21160,6/9/2021,30.7,21.1,24.6,33.9,21.1,25.6,21.6,85.1,0.82,100,8.33,rain,0,0,47.9,24,151.8,1021.8,1,14.3,228.8,19.4,8,,2021-06-09 5:33:55,2021-06-09 19:48:51,1,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21161,6/10/2021,28.3,20.7,23.3,30.6,20.7,23.5,21.8,92.2,7.84,100,20.83,rain,0,0,44.6,27.4,208,1018.6,1.2,15,149.1,12.7,8,,2021-06-10 5:33:52,2021-06-10 19:49:17,0,Rain,Clear conditions throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21162,6/11/2021,27.2,22.2,23.2,30.5,22.2,23.4,22.4,95.7,15.88,100,41.67,rain,0,0,61.2,20.4,217.7,1015.5,33.1,13.8,141.3,12.2,8,,2021-06-11 5:33:51,2021-06-11 19:49:42,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21163,6/12/2021,31.7,22.8,26.4,37.3,22.8,28.3,23.2,84.2,0.94,100,16.67,rain,0,0,41.1,24,263.1,1012.9,64.3,15.1,225.7,19.5,8,,2021-06-12 5:33:51,2021-06-12 19:50:06,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21164,6/13/2021,32.2,21.2,26.6,35.3,21.2,28,21.7,76.4,0,0,0,,0,0,,14.7,116.3,1013.5,20.4,15.7,273.5,23.7,9,,2021-06-13 5:33:53,2021-06-13 19:50:29,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21165,6/14/2021,31.2,21.7,25.8,36,21.7,26.8,21.9,79.9,0,0,0,,0,0,51.8,18.3,200.7,1014.6,8.6,15.8,189.4,16.3,8,,2021-06-14 5:33:56,2021-06-14 19:50:50,0.08,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21166,6/15/2021,32.9,22.2,27.4,36.1,22.2,28.5,19.9,66.3,0,0,0,,0,0,31.7,20.6,305.4,1014.9,5.8,15.7,295.2,25.3,9,,2021-06-15 5:34:01,2021-06-15 19:51:10,0.12,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21167,6/16/2021,30,17.9,24.3,29.7,17.9,24.2,14.8,57.3,0,0,0,,0,0,33.5,16.5,209.5,1017.2,6.1,16,316.6,27.4,10,,2021-06-16 5:34:07,2021-06-16 19:51:29,0.16,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21168,6/17/2021,31.7,18.8,25.3,31.1,18.8,25.1,14.7,54.1,0,0,0,,0,0,,16.4,81.8,1018.4,11.8,15.1,319.1,27.6,10,,2021-06-17 5:34:14,2021-06-17 19:51:47,0.21,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21169,6/18/2021,31.2,20,25.3,33.7,20,26.1,19.2,70.1,0,0,0,,0,0,35.3,20.4,137.4,1019.6,29,15.9,223.7,19.4,9,,2021-06-18 5:34:23,2021-06-18 19:52:04,0.27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21170,6/19/2021,23.9,21.7,22.8,23.9,21.7,22.8,21.8,94.5,37.68,100,58.33,rain,0,0,47.3,29.3,131.4,1016.3,75.5,13.8,38.4,3.3,1,,2021-06-19 5:34:33,2021-06-19 19:52:19,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21171,6/20/2021,28.9,20.7,24,32,20.7,24.8,21.4,86.5,21.99,100,41.67,rain,0,0,47.5,29.2,216.3,1013.6,71.6,12.6,228.2,19.5,9,,2021-06-20 5:34:44,2021-06-20 19:52:33,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21172,6/21/2021,28.3,22.2,24.5,31.2,22.2,25,22.5,88.7,0,0,0,,0,0,38.9,25.8,220.3,1016.3,81.8,15.8,136.3,11.7,5,,2021-06-21 5:34:57,2021-06-21 19:52:45,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21173,6/22/2021,27.8,20,23.3,30.5,20,23.7,20.5,85.3,0.92,100,20.83,rain,0,0,35.3,18.3,269.5,1016.1,70.2,15.4,186.4,16.1,7,,2021-06-22 5:35:11,2021-06-22 19:52:56,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21174,6/23/2021,28.9,17.9,23.7,31,17.9,24.3,18.6,74.5,0,0,0,,0,0,,11,116.7,1020.7,62.2,15.9,246.9,21.3,9,,2021-06-23 5:35:27,2021-06-23 19:53:06,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21175,6/24/2021,27.9,20.7,24.3,30.9,20.7,24.9,20.6,80.6,0,0,0,,0,0,38.9,14.8,101.9,1022.5,62.2,16,177.5,15.3,7,,2021-06-24 5:35:43,2021-06-24 19:53:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21176,6/25/2021,28.9,19.3,24.1,30.3,19.3,24.4,18.2,70.8,0,0,0,,0,0,29.5,13,103.4,1023.3,20.4,16,278,24.1,9,,2021-06-25 5:36:01,2021-06-25 19:53:21,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21177,6/26/2021,29.4,20,24.9,31.9,20,25.8,20.1,75.3,0.04,100,12.5,rain,0,0,31.7,14.6,111.9,1021.7,44.1,16,215.7,18.6,7,,2021-06-26 5:36:20,2021-06-26 19:53:27,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21178,6/27/2021,31.1,21.7,24.7,34.4,21.7,25.5,22,85.9,7.79,100,16.67,rain,0,0,74,20.4,132.8,1021.9,46.2,14.9,220.1,18.9,8,,2021-06-27 5:36:40,2021-06-27 19:53:31,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21179,6/28/2021,30.6,21.1,25.7,33.1,21.1,26.8,21.4,78.8,0,0,0,,0,0,,16.5,116.3,1023.3,35.8,16,265.3,22.8,9,,2021-06-28 5:37:01,2021-06-28 19:53:33,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21180,6/29/2021,30,21.2,25.2,32.7,21.2,26.1,21.2,79.9,5.83,100,25,rain,0,0,25.9,22.2,118.9,1024.2,61,15.8,254,22,9,,2021-06-29 5:37:23,2021-06-29 19:53:34,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21181,6/30/2021,29.3,21.2,24.7,33.5,21.2,25.6,21.4,82.4,0.31,100,8.33,rain,0,0,37.1,16.4,99.7,1023,26.7,15.7,230.7,20,7,,2021-06-30 5:37:47,2021-06-30 19:53:34,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21182,7/1/2021,30,20,24.4,33.5,20,25.3,21.4,84.4,13.19,100,8.33,rain,0,0,33.5,25.6,144.4,1018.9,49.6,15.9,233.2,20,8,,2021-07-01 5:38:11,2021-07-01 19:53:32,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21183,7/2/2021,25.7,21.2,23.1,25.7,21.2,23.1,22.4,95.9,8.84,100,25,rain,0,0,31.7,16.4,237.3,1014.9,93.8,14.1,61.2,5.2,3,,2021-07-02 5:38:36,2021-07-02 19:53:28,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21184,7/3/2021,28.9,21.7,24.8,30.3,21.7,25.2,20.2,77.7,0,0,0,,0,0,,12.8,222.4,1015.2,44.2,15.2,260.4,22.6,8,,2021-07-03 5:39:03,2021-07-03 19:53:23,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21185,7/4/2021,30.7,18.4,24.5,31.4,18.4,24.9,18.2,69.8,0,0,0,,0,0,,11,78.5,1017,23.6,16,305.6,26.3,10,,2021-07-04 5:39:30,2021-07-04 19:53:16,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21186,7/5/2021,30.4,20.6,25.6,31.6,20.6,26.5,20,72.1,0,0,0,,0,0,,16.6,105.3,1018.6,32.9,15.8,228.6,19.7,8,,2021-07-05 5:39:58,2021-07-05 19:53:08,0.91,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21187,7/6/2021,30,21.7,24.4,33.4,21.7,25.2,22,87.4,16.01,100,25,rain,0,0,60.8,18.3,115.5,1020.5,62.2,14.9,184.3,15.7,7,,2021-07-06 5:40:27,2021-07-06 19:52:58,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21188,7/7/2021,28.9,21.2,23.6,32,21.2,24.2,21.5,88.7,4.5,100,29.17,rain,0,0,54.7,29.2,97,1018.1,77,15.5,183.7,15.8,8,,2021-07-07 5:40:57,2021-07-07 19:52:47,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21189,7/8/2021,29.4,21.2,24.9,33.1,21.2,26.2,22,84.5,0,0,0,,0,0,27.7,14.7,256.3,1018,68.8,16,223,19.2,8,,2021-07-08 5:41:28,2021-07-08 19:52:34,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21190,7/9/2021,31.2,22.2,25.4,36,22.2,26.8,22.4,84.4,1.85,100,25,rain,0,0,76,20.3,250.7,1021.5,59.8,15.6,242.5,21.1,8,,2021-07-09 5:41:59,2021-07-09 19:52:20,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21191,7/10/2021,30.7,20.7,24.6,34.3,20.7,25.7,21.3,82.9,0,0,0,,0,0,45.5,24.1,248.4,1021.2,27.6,16,260.2,22.4,8,,2021-07-10 5:42:32,2021-07-10 19:52:03,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21192,7/11/2021,26.7,21.2,22.4,29.5,21.2,22.5,21.7,95.8,0.59,100,12.5,rain,0,0,35.5,25.8,188.9,1020.4,66.5,13.7,69.8,5.8,5,,2021-07-11 5:43:04,2021-07-11 19:51:46,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21193,7/12/2021,27.3,20.7,22.9,29.7,20.7,23.2,21.3,91.3,0.57,100,16.67,rain,0,0,69.4,20.4,194.8,1023.6,54.9,15.5,184.1,15.8,9,,2021-07-12 5:43:38,2021-07-12 19:51:27,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21194,7/13/2021,29.4,20.7,24.6,31.6,20.7,25.4,21.3,83.4,0,0,0,,0,0,,12.9,145.8,1026,28.7,15.9,245.8,20.9,8,,2021-07-13 5:44:12,2021-07-13 19:51:06,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21195,7/14/2021,30.7,21.2,25.3,35.3,21.2,26.4,22.2,84.1,0.31,100,8.33,rain,0,0,,16.3,80.5,1026,34.7,15.7,211.3,18.2,7,,2021-07-14 5:44:47,2021-07-14 19:50:44,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21196,7/15/2021,31.2,22.2,26.7,36.5,22.2,28.5,22.3,78,1.32,100,12.5,rain,0,0,44.6,16.5,131.6,1023.6,21.2,16,221.6,19,9,,2021-07-15 5:45:22,2021-07-15 19:50:20,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21197,7/16/2021,31.2,21.7,25.8,35.5,21.7,27.3,22.5,83.4,12.64,100,75,rain,0,0,60.8,16.5,163.5,1022,25,16,235.3,20.4,9,,2021-07-16 5:45:58,2021-07-16 19:49:54,0.2,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21198,7/17/2021,30.7,21.2,24.9,34.9,21.2,26.2,22.1,85.3,6.63,100,75,rain,0,0,29.5,12.9,205.5,1022.8,19.6,15.5,184.9,16,6,,2021-07-17 5:46:34,2021-07-17 19:49:27,0.25,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21199,7/18/2021,29.4,21.7,24.5,33.1,21.7,25.5,21.7,85.3,26.69,100,62.5,rain,0,0,53.6,33.1,137,1022.6,38.9,15.5,200.7,17.4,7,,2021-07-18 5:47:11,2021-07-18 19:48:59,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21200,7/19/2021,26.7,21.7,23.8,29.4,21.7,23.9,22.6,93.5,14.57,100,20.83,rain,0,0,,16.5,203.8,1019.7,78.5,15.3,109.3,9.5,6,,2021-07-19 5:47:48,2021-07-19 19:48:29,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21201,7/20/2021,29.4,22.2,23.8,33.6,22.2,24.3,22.4,92.8,0.7,100,12.5,rain,0,0,53.8,14.8,203.4,1017.1,73.6,14.6,148.3,12.7,8,,2021-07-20 5:48:26,2021-07-20 19:47:57,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21202,7/21/2021,29.4,22.2,25,33.1,22.2,25.9,22.9,89,0.16,100,16.67,rain,0,0,50,18.2,144.2,1019.1,60.9,14.5,195.4,16.9,8,,2021-07-21 5:49:04,2021-07-21 19:47:24,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21203,7/22/2021,32.1,22.9,26.7,37,22.9,29,23.4,83.8,0.02,100,8.33,rain,0,0,29.5,16.5,225.6,1021.4,45.6,15.9,268.1,23,9,,2021-07-22 5:49:43,2021-07-22 19:46:50,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21204,7/23/2021,31.7,22.9,26.7,36.4,22.9,28.7,23.6,84.5,0,0,0,,0,0,29.5,13,188.5,1020.9,23.2,13.9,158.6,13.6,7,,2021-07-23 5:50:21,2021-07-23 19:46:14,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21205,7/24/2021,31.2,22.8,26.8,36,22.8,29.1,23.3,82.4,0,0,0,,0,0,,11.1,118.3,1019.6,29.7,12.9,233.3,20.2,9,,2021-07-24 5:51:00,2021-07-24 19:45:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21206,7/25/2021,31.7,23.3,27.5,37.3,23.3,30.1,23.3,79.3,0.17,100,4.17,rain,0,0,31.7,12.9,133.5,1017.9,26.2,15.1,259.3,22.4,9,,2021-07-25 5:51:40,2021-07-25 19:44:58,0.52,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21207,7/26/2021,32.2,23.8,27.9,38,23.8,30.7,23.8,79.5,0.87,100,25,rain,0,0,,11.2,177.7,1016.7,26.3,15.1,239.4,20.7,8,,2021-07-26 5:52:19,2021-07-26 19:44:17,0.54,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"KALX,TKGA1,72026563833,72225593842,72036363872,KEUF,KCSG,TKSA1,KAUO,72225013829,KLSF,AU556,MRSA1,72228403892"
"Auburn, Alabama",,21208,7/27/2021,32.2,23.3,25.7,38.6,23.3,27.2,23.4,88.2,5.77,100,12.5,rain,0,0,,16.5,150.8,1017.3,19,15.3,184.1,15.8,8,,2021-07-27 5:52:59,2021-07-27 19:43:36,0.57,Rain,Clear conditions throughout the day with rain.,rain,"KALX,TKGA1,72026563833,72225593842,72036363872,KCSG,TKSA1,KAUO,D7038,72225013829,KLSF,MRSA1,72228403892"
"Auburn, Alabama",,21209,7/28/2021,33.4,22.2,27.6,41.1,22.2,30.9,23.5,80.2,0.04,100,4.17,rain,0,0,,16.3,168.4,1018.3,22.4,14.9,272,23.5,9,,2021-07-28 5:53:39,2021-07-28 19:42:53,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,TKSA1,KCSG"
"Auburn, Alabama",,21210,7/29/2021,33.9,23.3,28.9,39.6,23.3,32,23.4,74.4,0,0,0,,0,0,,14.7,194.8,1017.9,1.3,15.7,271,23.4,9,,2021-07-29 5:54:19,2021-07-29 19:42:08,0.66,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21211,7/30/2021,32.9,23.9,28.3,39.5,23.9,31.7,24,78.7,0,0,0,,0,0,31.7,14.7,243.3,1018,8.3,15.7,214,18.4,7,,2021-07-30 5:54:59,2021-07-30 19:41:22,0.7,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21212,7/31/2021,32.2,22.9,26.7,41.8,22.9,29.2,23.4,83.1,0.02,100,8.33,rain,0,0,55.4,29.2,244,1017.5,15.7,15.9,232.6,20,8,,2021-07-31 5:55:39,2021-07-31 19:40:35,0.75,Rain,Clear conditions throughout the day with afternoon rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21213,8/1/2021,32.9,22.9,26.9,39.5,22.9,29.4,23.4,82.2,0.48,100,12.5,rain,0,0,38.9,16.5,235.7,1017,41.6,15.2,254.4,21.9,9,,2021-08-01 5:56:20,2021-08-01 19:39:47,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21214,8/2/2021,29.4,21.2,24.6,33.6,21.2,25.4,22.1,86.7,21.31,100,20.83,rain,0,0,,14.7,90.7,1017.3,52.7,13.5,146,12.6,8,,2021-08-02 5:57:00,2021-08-02 19:38:57,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21215,8/3/2021,29.3,21.2,25.1,31.6,21.2,25.9,20.9,79.3,0,0,0,,0,0,,14.7,116.4,1016.3,50.7,14.8,214.8,18.4,7,,2021-08-03 5:57:41,2021-08-03 19:38:07,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21216,8/4/2021,30,20,24.9,31.9,20,25.5,20.7,78.8,0,0,0,,0,0,,14.6,62,1017.5,53.1,15.4,209.4,17.9,8,,2021-08-04 5:58:21,2021-08-04 19:37:14,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21217,8/5/2021,30,21.1,25.7,32.6,21.1,26.6,20.7,75.2,0,0,0,,0,0,,16.6,72.6,1020.1,39.3,16,272,23.5,9,,2021-08-05 5:59:02,2021-08-05 19:36:21,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21218,8/6/2021,30.7,20.6,25.5,32.6,20.6,26.2,20.1,73.6,0,0,0,,0,0,25.9,20.3,66.8,1021,7.4,15.7,264.6,22.9,9,,2021-08-06 5:59:43,2021-08-06 19:35:26,0.98,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21219,8/7/2021,30,22.2,25,33.2,22.2,25.9,22.3,85.6,38.02,100,25,rain,0,0,37.1,20.3,100.5,1020.1,49.6,15.2,247.3,21.3,9,,2021-08-07 6:00:23,2021-08-07 19:34:31,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,MRSA1,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21220,8/8/2021,31.7,21.2,26.2,34.3,21.2,27.4,21.6,78.1,0,0,0,,0,0,,12.8,114.5,1020.3,14.8,15.7,249.9,21.5,8,,2021-08-08 6:01:04,2021-08-08 19:33:34,1,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21221,8/9/2021,31.7,22.2,26.7,36.8,22.2,28.8,22.8,80.4,0.3,100,4.17,rain,0,0,,16.4,104.6,1021.7,15.8,15.9,174.3,15,9,,2021-08-09 6:01:44,2021-08-09 19:32:36,0,Rain,Clear conditions throughout the day with afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21222,8/10/2021,30.7,22.8,25.2,35.9,22.8,26.1,23,88.5,0.8,100,12.5,rain,0,0,47.4,12.9,122.4,1023.2,12.6,15.2,140.1,12.1,8,,2021-08-10 6:02:25,2021-08-10 19:31:37,0.02,Rain,Clear conditions throughout the day with afternoon rain.,rain,"KALX,TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,MRSA1,TKSA1,72228403892,KCSG"
