Week,Julian_Day,Date,Time,Habitat.type,Group #,Drift fence,Trap #,Board #,Humid (r.h.),sun *,Temp (deg C),Spiders,Scorpions,beetles,Ants,millipedes,Crickets,Roaches,Isopods,centipedes,snails,Worms,harvestmen,Earwigs,Other Captures,Bucket Flooded? Note Depth,Comments,Class
1,22049,2/18/2022,12:00,Stream,,3,,26,,,,,,,,,,,,,,,,,,,,Ecology (Fri section)
1,22049,2/18/2022,12:00,Stream,4,3,,23,98,3,56,0,,0,,8,,,,0,0,,0,,,,,Ecology (Fri section)
1,22049,2/18/2022,12:00,Stream,,3,,22,,,,,,,,,,,,,,,,,,,,Ecology (Fri section)
1,22049,2/18/2022,12:00,Stream,,3,,34,71,2,56,0,,0,,0,,,2,0,2,,0,,2 pill bugs,,,Ecology (Fri section)
2,22056,2/25/2022,12:00,Stream,,3,,19,81,1,16,0,,0,,0,,,,0,3,,0,,,,,Ecology (Fri section)
2,22056,2/25/2022,12:00,Stream,2,3,,20,87,1,16,,,,,1,,,,,1,,,,,,,Ecology (Fri section)
2,22056,2/25/2022,12:00,Stream,,3,,21,,,,,,,,,,,,,,,,,,,,Ecology (Fri section)
2,22056,2/25/2022,12:00,Stream,,3,,35,96,1,16,0,,0,,1,,,1,0,0,,0,,one roly-poly type,,,Ecology (Fri section)
2,22056,2/25/2022,12:00,Stream,2,3,,26,94,1,16,,,,,15,,,,,1,,,,,,,Ecology (Fri section)
2,22056,2/25/2022,12:00,Stream,,3,,23,91,1,16,0,,0,,1,,,,0,1,,0,,,,,Ecology (Fri section)
2,22056,2/25/2022,12:00,Stream,,3,,22,94,1,16,,,,10,1,,,,,4,,,,10 ants,,,Ecology (Fri section)
2,22056,2/25/2022,12:00,Stream,,3,,34,,,,,,,,,,,,,,,,,,,,Ecology (Fri section)
1,22174,6/23/2022,9:00,Stream,,3,1,,,,,,,2,,1,,,,,,1,,,,,,STEER
1,22174,6/23/2022,9:00,Stream,,3,2,,,,,1,,,,2,,,,,,,,,,,,STEER
1,22174,6/23/2022,9:00,Stream,,3,3,,,,,1,,1,,4,,,,,,,,,1 assasin bug,,,STEER
1,22174,6/23/2022,9:00,Stream,,3,4,,,,,,,1,,10+,1,,10,,,,,1,,,,STEER
1,22175,6/24/2022,9:00,Stream,,3,1,,,,,,,,,9,,,,,,,,,,,,STEER
1,22175,6/24/2022,9:00,Stream,,3,2,,,,,1,,,,1,,,,,,,,,,,,STEER
1,22175,6/24/2022,9:00,Stream,,3,3,,,,,,,2,,,,,,,,,,,,,,STEER
1,22175,6/24/2022,9:00,Stream,,3,4,,,,,,,,,5,,,1,,,,,,1 assasin bug,,,STEER
2,22178,6/27/2022,9:00,Stream,,3,1,,,,,2,,,4,,,,,,,,,,,,,STEER
2,22178,6/27/2022,9:00,Stream,,3,2,,,,,,,,,,,,,,,,,,,,,STEER
2,22178,6/27/2022,9:00,Stream,,3,3,,,,,,,,,,,,,,,,,1,,,,STEER
2,22178,6/27/2022,9:00,Stream,,3,4,,,,,,,,,2,,,,,,,,,,,,STEER
2,22179,6/28/2022,9:00,Stream,,3,1,,,,,1,,,,,,,,,,,,,,,,STEER
2,22179,6/28/2022,9:00,Stream,,3,2,,,,,,,,,,,,,,,,,,,,,STEER
2,22179,6/28/2022,9:00,Stream,,3,3,,,,,,,,,1,,,,,,,,,,,,STEER
2,22179,6/28/2022,9:00,Stream,,3,4,,,,,,,,,1,,,2,,,,,,,,,STEER
2,22180,6/29/2022,9:00,Stream,,3,1,,,,,,,,,8,3,,,,,,,1,,,,STEER
2,22180,6/29/2022,9:00,Stream,,3,2,,,,,,,,,4,,,,,,,,,,,,STEER
2,22180,6/29/2022,9:00,Stream,,3,3,,,,,,,,,12,1,,,,,,,,,,,STEER
2,22180,6/29/2022,9:00,Stream,,3,4,,,,,,,,,3,,,,1,1,,,,,,,STEER
2,22181,6/30/2022,9:00,Stream,,3,1,,,,,,,,,,,,,,,,,,,,,STEER
2,22181,6/30/2022,9:00,Stream,,3,2,,,,,,,,,2,,,,1,,,,,,,,STEER
2,22181,6/30/2022,9:00,Stream,,3,3,,,,,,,1,1,4,2,1,,,,,,,,,,STEER
2,22181,6/30/2022,9:00,Stream,,3,4,,,,,,,,,6,,,1,,1,,,,,,,STEER
,22243,8-31-22,,Stream,1,3,1,,58.5,3,31.9,,,,,,,,,,,,,,,,,Ecology
,22243,8-31-22,,Stream,1,3,,23,81.4,3,31.9,1,,,,1,2,3,,,,,,,dirt dobber,,,Ecology
,22243,8-31-22,,Stream,2,3,2,,58.5,3,31.9,,1,1,,2,,,,1,1,,,,,,Tree shade,Ecology
,22243,8-31-22,,Stream,2,3,,22,78.7,3,36.7,,,,50,,,,,,,,,,,,Tree shade,Ecology
,22243,8-31-22,,Stream,3,3,3,,58.5,2,31.9,1,,2,,,1,,1,,3,,,,,,,Ecology
,22243,8-31-22,,Stream,3,3,,35,82.9,2,31.9,,,,60,,,3,,,,,,,,,,Ecology
,22243,8-31-22,,Stream,4,3,4,,58.5,3,31.9,1,,,2,1,,,,,,,,,Cicada,,,Ecology
,22243,8-31-22,,Stream,4,3,,26,73,3,,,,,,,1,,1,,,,,,,,,Ecology
,22245,09/02/2022,12:00,Stream,1,3,1,,68.5,3,30.9,,,,,,,,,,,,,,1 Camel Cricket,,,Ecology
,22245,09/02/2022,12:00,Stream,1,3,2,,68.6,3,30.9,,,,,,,,,,,,,,,,,Ecology
,22245,09/02/2022,12:00,Stream,1,3,,35,71.8,3,30.9,,,,,,,,,,,,,,,,,Ecology
,22245,09/02/2022,12:00,Stream,1,3,,26,72.8,3,30.9,,,,,,,,,,,,,,,,,Ecology
,22245,09/02/2022,12:30,Stream,5,3,2,,69.8,2,73.4,,1,1,,,,,,,,,,,1 catepillar,,,Ecology
,22245,09/02/2022,12:30,Stream,5,3,4,,,,,1,,,,,,,,,,,,,,,,Ecology
,22245,09/02/2022,12:30,Stream,5,3,,35,,,,,,,,,,,,,,,,,,,,Ecology
,22245,09/02/2022,12:30,Stream,5,3,,22,83,2,73.4,,,1,,,,,,,,,,,,,,Ecology
09/19,22262,09/19/22,12:00,Stream,1,3,1,,50.6,,,,,,,,,,,,1,,,,20 termites,,,Ecology
,22262,09/19/22,12:00,Stream,1,3,,35,,,,,,,3,,,,,,,,,,,,,Ecology
09/19,22262,09/19/22,12:30,Stream,2,3,2,,43.8,,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,22262,09/19/22,12:30,Stream,2,3,,22,43.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
09/19,22262,09/19/22,12:30,Stream,3,3,3,,52.4,,,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,Ecology
,22262,09/19/22,12:30,Stream,3,3,,26,43.8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
09/19,22262,09/19/22,12:30,Stream,4,3,4,,43.8,,,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,Ecology
,22262,09/19/22,12:30,Stream,4,3,,23,60.7,,,0,0,0,3,0,0,1,0,0,0,0,0,0,,,,Ecology
9/19,22263,9/20/2022,12:00,Stream,1,3,1,,73.2,1,28.5,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,Ecology
9/19,22263,9/20/2022,12:00,Stream,1,3,,34,80,1,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
9/19,22263,9/20/2022,12:00,Stream,2,3,2,,73.2,3,28.5,1,0,2,0,0,0,0,0,0,0,0,0,0,,,,Ecology
9/19,22263,9/20/2022,12:00,Stream,2,3,,35,79.6,3,28.5,1,0,0,8,0,0,0,0,0,0,0,0,0,,,,Ecology
9/19,22263,9/20/2022,12:00,Stream,3,3,3,,73.2,3,28.5,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,Ecology
9/19,22263,9/20/2022,12:00,Stream,3,3,,26,68.5,3,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
9/19,22263,9/20/2022,12:00,Stream,4,3,4,,73.2,3,28.5,1,0,0,2,0,0,0,0,0,1,0,0,0,5-lined skink,,,Ecology
9/19,22263,9/20/2022,12:00,Stream,4,3,,23,68.2,3,28.5,0,0,0,3,0,0,0,0,0,1,0,0,0,,,,Ecology
9/19,22264,9/21/2022,12:30,Stream,1,3,1,,68.6,2,30,0,0,0,1,1,0,0,0,1,0,0,0,0,,,,Ecology
9/19,22264,9/21/2022,12:30,Stream,1,3,,26,71.4,2,30,0,0,0,3,1,0,0,0,0,0,0,0,0,,,,Ecology
9/19,22264,9/21/2022,12:30,Stream,2,3,2,,68.6,3,30,0,0,1,1,2,0,0,0,0,0,0,0,0,,,,Ecology
9/19,22264,9/21/2022,12:30,Stream,2,3,,23,81.8,3,30,0,0,0,2,1,0,0,1,0,0,0,0,0,,,,Ecology
9/19,22264,9/21/2022,12:30,Stream,3,3,3,,68.6,2,30,2,0,0,0,0,0,0,0,0,0,0,0,1,,,,Ecology
9/19,22264,9/21/2022,12:30,Stream,3,3,,35,79.1,2,30,0,0,0,10,0,0,4,0,0,1,0,0,0,,,,Ecology
9/19,22264,9/21/2022,12:30,Stream,4,3,4,,68.6,3,30,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,Ecology
9/19,22264,9/21/2022,12:30,Stream,4,3,,22,73.9,3,30,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,Ecology
9/19,22265,9/22/2022,12:30,Stream,1,3,1,,73.6,3,33.5,,,,,,1,,,,,,,,,,,Ecology
9/19,22265,9/22/2022,12:30,Stream,1,3,,35,62.8,3,33.5,,,3,3,1,,,,,,,,,,,,Ecology
9/19,22265,9/22/2022,12:30,Stream,2,3,2,,,3,33.5,,,,1,,,,,,,,,,,,,Ecology
9/19,22265,9/22/2022,12:30,Stream,2,3,,26,70.1,3,33.5,,,,,,,,,,,,,,,,,Ecology
9/19,22265,9/22/2022,12:30,Stream,3,3,3,,53.6,3,33.5,,,,,,,,,,,,,,beetle larvae,,,Ecology
9/19,22265,9/22/2022,12:30,Stream,3,3,,22,73.1,3,33.5,,,,,,,,,,,,,,,,,Ecology
9/19,22265,9/22/2022,12:30,Stream,4,3,4,,,3,33.5,,,1,1,,,,,,,,,,,,,Ecology
9/19,22265,9/22/2022,12:30,Stream,4,3,,23,61.4,3,33.5,,,,,,,,,,,,,,20 termites,,,Ecology
,22244,09/01/2022,,Stream,1,3,1,,73.5,,30.3,1,,,2,,,,,,,,,,,,,Ecology
,22244,09/01/2022,,Stream,1,3,,23,77.3,,11,,,1,1,,,,,,1,,2,1,,,,Ecology
,22244,09/01/2022,,Stream,2,3,3,,72.5,2,30.3,,,,,,,,,,,,,,,,,Ecology
,22244,09/01/2022,,Stream,2,3,,35,70.8,2,,,,,,,,,,,,,,2,,,,Ecology
,22244,09/01/2022,,Stream,3,3,2,,72.5,,30.3,,,1,,,,,,,,,,,,,,Ecology
,22244,09/01/2022,,Stream,4,3,1,,72.5,,30.3,,,,,,1,,,,1,,,,,,,Ecology (Thr 003)
,22244,09/01/2022,,Stream,4,3,,26,61.6,,,,,,,,,,,,,,,,,,,Ecology (Thr 003)
,22251,9/8/2022,10:10,Stream,,3,1,,,,,,,,,,,,,,,,,,,,,Vert bio
,22251,9/8/2022,10:10,Stream,,3,2,,,,,,,1,,,,,1,,,,,,,,,Vert bio
,22251,9/8/2022,10:10,Stream,,3,3,,,,,1,,1,,,,1,,,,,,,,,,Vert bio
,22251,9/8/2022,10:10,Stream,,3,4,,,,,,,,,,,,,,,,,,,,,Vert bio
,22252,9/9/2022,15:50,Stream,,3,1,,,,,,,,,,1,,,,,,,,,,,Vert bio
,22252,9/9/2022,15:50,Stream,,3,2,,,,,1,,,,,,,,,,,,,,,,Vert bio
,22252,9/9/2022,15:50,Stream,,3,3,,,,,2,,,,,,,,,,,,,,,,Vert bio
,22252,9/9/2022,15:50,Stream,,3,4,,,,,,,,,,,,,,,,,,1 beetle larva,,,Vert bio
,22259,9/16/2022,15:30,Stream,,3,1,,,,,,,,,,,,,,,,,,,,,Vert bio
,22259,9/16/2022,15:30,Stream,,3,2,,,,,1,,,1,,,,1,,,,,,,,,Vert bio
,22259,9/16/2022,15:30,Stream,,3,3,,,,,,,,1,,,1,,,,,,,,,,Vert bio
,22259,9/16/2022,15:30,Stream,,3,4,,,,,,,,,,,,,,1,,,,,,,Vert bio
,22260,9/17/2022,9:28,Stream,,3,1,,,,,,,,,,,,,,,,,,,,,Vert bio
,22260,9/17/2022,9:28,Stream,,3,2,,,,,,,,,1,,,,,,,,,,,,Vert bio
,22260,9/17/2022,9:28,Stream,,3,3,,,,,,,,,,,,,,,,,,,,,Vert bio
,22260,9/17/2022,9:28,Stream,,3,4,,,,,,,,,,3,,,,,,,,,,,Vert bio
,22272,9/29/2022,9:32,Stream,,3,1,,,,,,,,,1,,,1,,,,,1,,,,Vert bio
,22272,9/29/2022,9:32,Stream,,3,2,,,,,,,,,,,,,,,,,,,,no inverts,Vert bio
,22272,9/29/2022,9:32,Stream,,3,3,,,,,,,,,,,,,,,,,,,,no inverts,Vert bio
,22272,9/29/2022,9:32,Stream,,3,4,,,,,,,,,,,,,,,,,,,,no inverts,Vert bio
,22273,9/30/2022,15:20,Stream,,3,1,,,,,,,,,,,,,,,,,,,,no inverts,Vert bio
,22273,9/30/2022,15:20,Stream,,3,2,,,,,,,,,,,,,,,,1,,1 firefly larva,,,Vert bio
,22273,9/30/2022,15:20,Stream,,3,3,,,,,,,,,,,,,,,,,,,,no inverts,Vert bio
,22273,9/30/2022,15:20,Stream,,3,4,,,,,,,1,,,,,,,,,,,,,,Vert bio
,22274,10/1/2022,9:02,Stream,,3,1,,,,,1,,,,,,,,,,,,,,,,
,22274,10/1/2022,9:02,Stream,,3,2,,,,,,,,,,,,,1,,,,,,,,
,22274,10/1/2022,9:02,Stream,,3,3,,,,,,,,,,,,,,,,,,,,,
,22274,10/1/2022,9:02,Stream,,3,4,,,,,,,,,,,,,,,,,,,,,
,22275,10/2/2022,,Stream,,3,4,,,,,,,,,,,,,,,,,,,,no captures,
,22275,10/2/2022,,Stream,,3,3,,,,,,,,,,,,,,,,,,,,no captures,
,22275,10/2/2022,,Stream,,3,2,,,,,,,,,,,,,,,,,,,,no captures,
,22275,10/2/2022,,Stream,,3,1,,,,,,,1,,,,,,,,,,,,,,
,22286,10/13/2022,9:55,Stream,,3,1,,,,,1,,,,,,,,,,,,,,,,Vert bio
,22286,10/13/2022,9:55,Stream,,3,2,,,,,,,,,,,,,,,,,,,,No inverts,Vert bio
,22286,10/13/2022,9:55,Stream,,3,3,,,,,,,2,,,,,,,,,,,,,,Vert bio
,22286,10/13/2022,9:55,Stream,,3,4,,,,,,,,,,,,,,,,,,,,No inverts,Vert bio
,22287,10/14/2022,,Stream,,3,1,,,,,,,,,,,,,,,,,,,,,Vert bio
,22287,10/14/2022,,Stream,,3,2,,,,,,,,,,,,1,,,,,,,,,Vert bio
,22287,10/14/2022,,Stream,,3,3,,,,,,,,,,,1,,,,,,,,,,Vert bio
,22287,10/14/2022,,Stream,,3,4,,,,,,,,1,,1,,,,,,,,,,,Vert bio
,22293,10/20/2022,9:12,Stream,,3,1,,,,,,,,,,,,,,,,,,,,No inverts,Vert bio
,22293,10/20/2022,9:12,Stream,,3,2,,,,,,,,,,,,,,,,,,,,No inverts,Vert bio
,22293,10/20/2022,9:12,Stream,,3,3,,,,,,,,3,1,,,,,,,,,,,,Vert bio
,22293,10/20/2022,9:12,Stream,,3,4,,,,,,,1,,,,,,,,,,,1 unidentified larva,,,Vert bio
,22294,10/21/2022,14:59,Stream,,3,1,,,,,1,,,,,,,,,,,,,,,,Vert bio
,22294,10/21/2022,14:59,Stream,,3,2,,,,,,,,,1,,,,,,,1,1,1 caterpillar,,,Vert bio
,22294,10/21/2022,14:59,Stream,,3,3,,,,,,,,,,,,,,,,,,,,,Vert bio
,22294,10/21/2022,14:59,Stream,,3,4,,,,,1,,,,,,,,,,,,,,,,Vert bio
,22295,10/22/2022,8:45,Stream,,3,1,,,,,,,,,,,,,,,,,,,,,Vert bio
,22295,10/22/2022,8:45,Stream,,3,2,,,,,,,,,1,,,,,,,,,,,,Vert bio
,22295,10/22/2022,8:45,Stream,,3,3,,,,,,,,,1,,,,,,,,,,,,Vert bio
,22295,10/22/2022,8:45,Stream,,3,4,,,,,,,,,1,,,,,,,,,,,,Vert bio
,22301,10/28/2022,15:10,Stream,,3,1,,,,,,,1,1,,1,,,,,,,,,,,Vert bio
,22301,10/28/2022,15:10,Stream,,3,2,,,,,,,,,,,,,,,,,,,,,Vert bio
,22301,10/28/2022,15:10,Stream,,3,3,,,,,,,,,,2,,,,,,,,,,,Vert bio
,22301,10/28/2022,15:10,Stream,,3,4,,,,,,,1,,,,,,,,,,,,,,Vert bio
,22308,11/4/2022,14:56,Stream,,3,1,,56.2,,76.4,,,,,1,2,,,,,,,,,,,Vert bio
,22308,11/4/2022,14:56,Stream,,3,2,,56.2,,76.4,,1,,,1,,,,,,,,,,,,Vert bio
,22308,11/4/2022,14:56,Stream,,3,3,,56.2,,76.4,,,,3,1,,,,1,,,,,,,,Vert bio
,22308,11/4/2022,14:56,Stream,,3,4,,56.2,,76.4,,,1,,,1,,,,,,,,,,,Vert bio
,22309,11/5/2022,8:49,Stream,,3,1,,69.1,,68.2,,,,,,1,,,,,,,,,,,Vert bio
,22309,11/5/2022,8:49,Stream,,3,2,,69.1,,68.2,,,,,,1,,,,,,,,,,,Vert bio
,22309,11/5/2022,8:49,Stream,,3,3,,69.1,,68.2,,,,2,,,,,,,1,,,,,,Vert bio
,22309,11/5/2022,8:49,Stream,,3,4,,69.1,,68.2,,,1,,,1,,,,,,,,,,,Vert bio
,23040,2/9/2023,14:02,Stream,,3,1,,70.1,,74.7,,,,,,,,1,,,,,,,,,Herpetology
,23040,2/9/2023,14:02,Stream,,3,2,,70.1,,74.7,,,,,,,,,,,,,,,,,Herpetology
,23040,2/9/2023,14:02,Stream,,3,3,,70.1,,74.7,,,,,,,,,1,,,,,,,,Herpetology
,23040,2/9/2023,14:02,Stream,,3,4,,70.1,,74.7,1,,1,,,,,,,,,,,,,,Herpetology
,23041,2/10/2023,15:17,Stream,,3,1,,62.5,,57.7,,,,,1,,,,,,,,,,,,Herpetology
,23041,2/10/2023,15:17,Stream,,3,2,,62.5,,57.7,,,,,,,,,,,,,,,,,Herpetology
,23041,2/10/2023,15:17,Stream,,3,3,,62.5,,57.7,1,,,,,,,,,,,,,,,,Herpetology
,23041,2/10/2023,15:17,Stream,,3,4,,62.5,,57.7,2,,1,,1,,,,,,,,,,,,Herpetology
,23061,3/2/2023,,Stream,,3,1,,,,,,,,,,,,,,,,,,,,,Herpetology
,23061,3/2/2023,,Stream,,3,2,,,,,,,,,,,,,,,,,,,,,Herpetology
,23061,3/2/2023,,Stream,,3,3,,,,,,,,,,,,,,,,,,,,,Herpetology
,23061,3/2/2023,,Stream,,3,4,,,,,,,,,,,,,,,,,,,,,Herpetology
,23062,3/3/2023,15:03,Stream,,3,1,,,,,,,,,,,,,,,,,,,,,Herpetology
,23062,3/3/2023,15:03,Stream,,3,2,,,,,,,,,1,,,,,,,,,,,,Herpetology
,23062,3/3/2023,15:03,Stream,,3,3,,,,,,,,,,,,,,,,,,,,,Herpetology
,23062,3/3/2023,15:03,Stream,,3,4,,,,,,1,,,,,,,1,,,,,,,,Herpetology
,23075,3/16/2023,,Stream,,3,1,,,,,,,,,1,,,2,,,,,,,,,Herpetology
,23075,3/16/2023,,Stream,,3,2,,,,,,,,,1,,,,,,,,,,,,Herpetology
,23075,3/16/2023,,Stream,,3,3,,,,,,,,,,,,,,,,,,,,,Herpetology
,23075,3/16/2023,,Stream,,3,4,,,,,,,,,,,,,,,,,,,,,Herpetology
,23076,3/17/2023,,Stream,,3,1,,,,,,,,,,,,,,,,,,,,,Herpetology
,23076,3/17/2023,,Stream,,3,2,,,,,,,,,,,,,,,,,,,,,Herpetology
,23076,3/17/2023,,Stream,,3,3,,,,,,,,,,,,,,,,,,,,,Herpetology
,23076,3/17/2023,,Stream,,3,4,,,,,,,,,,,,,,,,,,,,,Herpetology
,23023,1/23/2023,,Stream,1,3,1,,43.2,3,13.5,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,Ecology
,23023,1/23/2023,,Stream,2,3,2,,43.2,3,13.5,0,0,1,3,0,1,0,1,0,1,3,0,0,2 termites,,,Ecology
,23023,1/23/2023,,Stream,3,3,3,,43.2,3,13.5,0,0,0,5,1,0,0,1,0,0,0,0,0,0,,,Ecology
,23023,1/23/2023,,Stream,4,3,4,,43.2,3,13.5,0,0,0,2,1,0,1,0,0,0,0,1,0,1 slug,,,Ecology
,23023,1/23/2023,,Stream,,3,,19,,,,,,,,,,,,,,,,,,,,Ecology
,23023,1/23/2023,,Stream,,3,,20,,,,,,,,,,,,,,,,,,,,Ecology
,23023,1/23/2023,,Stream,,3,,21,,,,,,,,,,,,,,,,,,,,Ecology
,23023,1/23/2023,,Stream,1,3,,35,43.2,3,13.5,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,Ecology
,23023,1/23/2023,,Stream,4,3,,26,43.2,3,13.5,0,0,0,0,2,0,0,0,0,1,0,0,0,,,,Ecology
,23023,1/23/2023,,Stream,2,3,,23,43.2,3,13.5,0,0,0,0,0,1,0,0,0,0,0,0,,,,,Ecology
,23023,1/23/2023,,Stream,3,3,,22,43.2,3,13.5,0,0,0,15,0,0,0,0,0,0,50,0,0,0,,,Ecology
,23023,1/23/2023,,Stream,,3,,34,,,,,,,,,,,,,,,,,,,,Ecology
,23024,1/24/2023,1,Stream,,3,1,,28.8,2,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23024,1/24/2023,2,Stream,,3,2,,28.8,2,16.6,,,1,20,,,,,,,,,,,,,Ecology
,23024,1/24/2023,3,Stream,,3,3,,28.8,1,16.6,1,0,1,2,0,0,1,0,0,0,0,0,0,1 unknown fly,,,Ecology
,23024,1/24/2023,4,Stream,,3,4,,28.8,2,16.6,,,,8,,,,,,,,,,,,,Ecology
,23024,1/24/2023,,Stream,,3,,19,,,,,,,,,,,,,,,,,,,,Ecology
,23024,1/24/2023,,Stream,,3,,20,,,,,,,,,,,,,,,,,,,,Ecology
,23024,1/24/2023,,Stream,,3,,21,,,,,,,,,,,,,,,,,,,,Ecology
,23024,1/24/2023,,Stream,,3,,35,,,,,,,,,,,,,,,,,,,,Ecology
,23024,1/24/2023,,Stream,,3,,26,,,,,,,,,,,,,,,,,,,,Ecology
,23024,1/24/2023,3,Stream,,3,,23,28.8,2,16.6,3,,1,,1,,,,,,,,,,,,Ecology
,23024,1/24/2023,,Stream,,3,,22,28.8,2,16.6,,,,,3,,1,2,1,,,,,"fuzzy, black, catepiller",,,Ecology
,23024,1/24/2023,1,Stream,,3,,34,28.8,2,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23024,1/24/2023,,Stream,,3,,16,30.5,1,16.1,,,,8,,,,,,,,,,,,,Ecology
,23025,1/25/2023,,Stream,1,3,1,,55.8,1,18.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,No Water,,Ecology
,23025,1/25/2023,,Stream,2,3,2,,55.8,1,18.7,0,0,1,0,0,0,0,0,0,0,0,0,0,,no,,Ecology
,23025,1/25/2023,,Stream,3,3,3,,55.8,2,18.7,1,0,0,4,0,0,0,0,0,0,1,0,0,,,,Ecology
,23025,1/25/2023,,Stream,4,3,4,,55.8,2,18.7,,,,,,,,,,,,,,,,,Ecology
,23025,1/25/2023,,Stream,,3,,19,,,,,,,,,,,,,,,,,,,,Ecology
,23025,1/25/2023,,Stream,,3,,20,,,,,,,,,,,,,,,,,,,,Ecology
,23025,1/25/2023,,Stream,,3,,21,,,,,,,,,,,,,,,,,,,,Ecology
,23025,1/25/2023,,Stream,1,3,,35,55.8,,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Dead Snail,,,Ecology
,23025,1/25/2023,,Stream,,3,,26,55.8,1,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23025,1/25/2023,,Stream,4,3,,23,,,,2,,,2,,,,,,,,,,,,,Ecology
,23025,1/25/2023,,Stream,,3,,22,55.8,2,18.7,1,0,0,3,0,0,0,0,0,0,0,0,0,,,,Ecology
,23025,1/25/2023,,Stream,,3,,34,,,,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Stream,1,3,1,,33,3,11,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Stream,2,3,2,,33,3,11,,,1,1,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Stream,3,3,3,,33,3,11,,,,1,,,,,1,,,,,,,,Ecology
,23026,1/26/2023,,Stream,4,3,4,,33,3,11,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Stream,,3,,19,,,,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Stream,,3,,20,,,,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Stream,,3,,21,,,,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Stream,,3,,35,,,,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Stream,,3,,26,33,3,11,,,,1,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Stream,,3,,23,,,,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Stream,,3,,22,,,,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Stream,,3,,34,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,1,3,1,,31.8,1,11.7,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,2,3,2,,31.8,3,11.7,,,1,1,,,,,1,,,,,,,,Ecology
,23027,1/27/2023,,Stream,3,3,3,,31.8,2,11.7,,,,4,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,4,3,4,,31.8,1,11.7,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,,3,,19,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,,3,,20,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,,3,,21,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,,3,,35,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,,3,,26,31.8,1,11.7,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,,3,,23,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,4,3,,22,31.8,1,11.7,,,,3,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,,3,,34,45.9,2,10.1,,,,,,,,,,,,,,,,,Ecology
,23044,2/13/2023,,Stream,1,3,1,,70.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23044,2/13/2023,,Stream,2,3,2,,70.1,3,18.5,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,Ecology
,23044,2/13/2023,,Stream,3,3,3,,70,3,18.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N/A,,Ecology
,23044,2/13/2023,,Stream,4,3,4,,70.1,3,18.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,Ecology
,23044,2/13/2023,,Stream,,3,,19,,,,,,,,,,,,,,,,,,,,Ecology
,23044,2/13/2023,,Stream,,3,,20,,,,,,,,,,,,,,,,,,,,Ecology
,23044,2/13/2023,,Stream,,3,,21,,,,,,,,,,,,,,,,,,,,Ecology
,23044,2/13/2023,,Stream,1,3,,35,70.1,3,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
